6.5,30,B
7.45,36,A
6.7,33,E
9.033,38,B
7,30,D
7.1,39,C
8.4,30,B
6.5,30,E
7.5,30,A
7.76,33,B
9.2,44,A
6.4,32,C
7.16,33,C
8.7,41,A
8.5,34,C
7.22,32,C
9.1,31,D
8.8,40,A
7.5,34,B
6.8,33,C
6.9,33,C
7.1,30,D
8.5,32,C
7.3,32,C
7.5,42,B
7.9,35,B
7.4,32,C
6.8,31,C
8.12,33,C
8.6,41,A
7.99,35,C
7.6,30,D
6.8,33,D
7,32,C
7.7,32,C
9.44,35,A
7.5,34,C
7.3,35,C
7.45,35,C
7.3,39,B
7.6,30,B
7.7,38,A
9.33,43,A
7.4,37,B
8.76,32,B
7.9,38,B
8.15,38,B
6.8,37,A
6.9,32,C
